DWR_ORGANIZATION_ID,WATER_SUPPLIER_NAME,SUBMITTED_DATE,WUEDATA_PLAN_REPORT_YEAR,CONTACT_NAME,CONTACT_EMAIL_ADDRESS,CONTACT_PHONE,CONTACT_PHONE_EXT,SUPPLIER_NAME,CITY_TOWN_MUNICIPALITY,STATE_PROVINCE,COUNTRY,REPORTING_YEAR,REPORTING_YEAR_TYPE,REPORTING_START_DATE,REPORTING_END_DATE,AUDIT_PREPARATION_DATE,VOLUME_REPORTING_UNITS,PWS_ID_OR_OTHER_ID,WS_OWN_SOURCES_VOL_COMMENT,WS_OWN_SOURCES_VOL,WS_OWN_SOURCES_ERR_COMMENT,WS_OWN_SOURCES_ERR_ADJ_TYPE,WS_OWN_SOURCES_ERR_PERCENT,WS_OWN_SOURCES_ERR_VOL,WS_IMPORTED_VOL_COMMENT,WS_IMPORTED_VOL,WS_IMPORTED_ERR_COMMENT,WS_IMPORTED_ERR_ADJ_TYPE,WS_IMPORTED_ERR_PERCENT,WS_IMPORTED_ERR_VOL,WS_EXPORTED_VOL_COMMENT,WS_EXPORTED_VOL,WS_EXPORTED_ERR_COMMENT,WS_EXPORTED_ERR_ADJ_TYPE,WS_EXPORTED_ERR_PERCENT,WS_EXPORTED_ERR_VOL,WS_WATER_SUPPLIED_VOL,AC_BILL_METER_VOL_COMMENT,AC_BILL_METER_VOL,AC_BILL_UNMETER_VOL_COMMENT,AC_BILL_UNMETER_VOL,AC_UNBILL_METER_VOL_COMMENT,AC_UNBILL_METER_VOL,AC_UNBILL_UNMETER_VOL_COMMENT,AC_UNBILL_UNMETER_VOL,AC_UNBILL_UNMETER_ERR_ADJ_TYPE,AC_UNBILL_UNMETER_ERR_PERCENT,AC_UNBILL_UNMETER_ERR_VOL,AC_AUTH_CONSUMPTION_VOL,WL_UNAUTH_CONS_VOL_COMMENT,WL_UNAUTH_CONS_VOL,WL_UNAUTH_CONS_ERR_ADJ_TYPE,WL_UNAUTH_CONS_ERR_PERCENT,WL_UNAUTH_CONS_ERR_VOL,WL_CUST_MTR_INACC_VOL_COMMENT,WL_CUST_MTR_INACC_VOL,WL_CUST_MTR_INACC_ERR_ADJ_TYPE,WL_CUST_MTR_INACC_ERR_PERCENT,WL_CUST_MTR_INACC_ERR_VOL,WL_SYS_DATA_ERR_VOL_COMMENT,WL_SYS_DATA_ERR_VOL,WL_SYS_DATA_ERR_ERR_ADJ_TYPE,WL_SYS_DATA_ERR_ERR_PERCENT,WL_SYS_DATA_ERR_ERR_VOL,WL_APPARENT_LOSSES_VOL,WL_REAL_LOSSES_VOL,WL_WATER_LOSSES_VOL,NRW_NON_REVENUE_WATER_VOL,SD_LENGTH_MAINS_COMMENT,SD_LENGTH_MAINS_MILES,SD_NUM_SERVICE_CONN_COMMENT,SD_NUM_SERVICE_CONN,SD_SERVICE_CON_DENSITY,SD_CUST_MTR_CURB_PROP_COMMENT,SD_CUST_MTR_CURB_PROP_YES_NO,SD_AVG_OPER_PRESSURE_COMMENT,SD_AVG_OPER_PRESSURE_PSI,CD_TOTAL_ANNUAL_COST_COMMENT,CD_TOTAL_ANNUAL_COST,CD_CUST_RET_UNIT_COST_COMMENT,CD_CUST_RET_UNIT_COST,CD_CUST_RET_UNIT_COST_UNITS,CD_VARIABLE_PROD_COST_COMMENT,CD_VARIABLE_PROD_COST,WATER_AUDIT_VALIDITY_SCORE,PRIORITY_AREA_1,PRIORITY_AREA_2,PRIORITY_AREA_3,SA_APPARENT_LOSSES_VOL,SA_REAL_LOSSES_VOL,SA_WATER_LOSSES_VOL,SA_UNAVOID_ANN_REAL_LOSSES_VOL,SA_APPARENT_LOSSES_ANN_COST,SA_REAL_LOSSES_ANN_COST,SA_ANNUAL_COST_VALUED_AT,PI_FI_NON_REV_PERCENT_BY_VOL,PI_FI_NON_REV_PERCENT_BY_COST,PI_OE_APPARENT_LOSSES_GCD,PI_OE_REAL_LOSSES_GCD,PI_OE_REAL_LOSSES_GMD,PI_OE_REAL_LOSSES_GCD_PSI,PI_CURRENT_ANN_REAL_LOSSES_VOL,PI_INFRASTRUCT_LEAKAGE_INDEX,WS_UNITS_SHORT
1167,Hi Desert Water District,12/12/17 17:18,2016,Tony Culver,tonyc@hdwd.com,760-365-8152,,Hi-Desert Water District,Yucca Valley,California (CA),US,2016,Calendar Year,1/1/16,12/31/16,5/4/17,Acre-feet,,3,2922.24,3,0,,-1.16,n/a,,n/a,1,,,n/a,,,1,,,2923.4,6,2436.72,10,9.609747007,6,4.57,8,30.49,2,0.0125,30.49,2481.389747,,7.3085,1,0.0025,,3,128.4889474,1,0.05,3,,6.0918,1,0.0025,,141.8892474,300.1210056,442.010253,477.070253,9,310.707197,4,10621,34.18330861,,Yes,3,82,10,8079086,9,5.33,$/100 cubic feet (ccf),5,171.1026647,54,1: Volume from own sources,,,141.8892474,300.1210056,442.010253,300.7293649,329431.0763,51351.5038,Variable Production Cost,0.163190208,4.79E-02,11.92642468,25.22651036,N/A,0.30764037,300.1210056,0.997977054,acre-ft/yr
816,El Dorado Irrigation District,12/19/17 10:08,2016,Bill Cassady,wcassady@eid.org,530-642-4040,,El Dorado Irrigation District,Placerville,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,5/1/16,Acre-feet,,7,30134,3,1,,-337.2,n/a,0,10,1,,,n/a,0,1,1,,,30134,5,22775,n/a,0,9,2297,9,26.03,2,0.0125,26.03,25098.03,,75.335,1,0.0025,,3,1600.340426,1,0.06,,7,0.116,2,0.0025,0.116,1675.791426,3360.178574,5035.97,7359,10,1314,9,40805,31.05403349,,Yes,4,105,10,45242472.69,8,2.94,$/100 cubic feet (ccf),5,88.27,68,1: Volume from own sources,,,1675.791426,3360.178574,5035.97,1555.985832,2146125.75,296602.9628,Variable Production Cost,0.244209199,5.85E-02,36.66340324,N/A,2282.93311,N/A,3360.178574,2.159517461,acre-ft/yr
1188,Hollister  City Of,1/8/18 13:49,2016,Henry Gonzales,henry.gonzales@hollister.ca.gov,831-524-1717,,City of Hollister,Hollister,California (CA),United States,2016,Calendar Year,1/1/16,12/31/16,,Million gallons (US),,3,608.584,2,1,,,3,317.26,6,1,,,3,6.102,6,1,,,919.742,3,810.88,n/a,0,n/a,0,5,2.299355,2,0.0125,2.299355,813.179355,,2.299355,1,0.0025,,1,12.3484264,1,0.015,,7,2.0272,1,0.0025,,16.6749814,89.8876636,106.562645,108.862,8,75,7,6142,81.89333333,10,Yes,3,65,10,4873521,8,4.22,$/100 cubic feet (ccf),5,1130,45,1: Volume from own sources,,,16.6749814,89.8876636,106.562645,31.48426125,94068.89717,101573.0599,Variable Production Cost,0.118361454,4.07E-02,7.438111452,40.09566453,N/A,0.616856377,89.8876636,2.855003104,MG/Yr
241,Blythe  City Of,1/10/18 10:35,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,California Water Service Company East Los Angeles,2/9/18 14:03,2016,Natalie Pavlovski,npavlovski@calwater.com,310,2571462,California Water Service-ELA,East Los Angeles,California (CA),United States,2016,Calendar Year,1/1/16,12/31/16,2/2/17,Acre-feet,1910036,5,9491.43,3,1,,,5,4410.45,8,1,,,n/a,,,1,,,13901.88,7,13677,n/a,,n/a,,5,34.7547,2,0.0125,34.7547,13711.7547,,34.7547,1,0.0025,,3,68.5587735,2,0.02,68.5587735,,34.1925,1,0.0025,,137.5059735,52.6193265,190.1253,224.88,8,277.71,9,27249,98.12034136,,Yes,7,85,10,24115770.09,9,4.22,$/100 cubic feet (ccf),5,417.6,60,1: Volume from own sources,,,137.5059735,52.6193265,190.1253,532.2129155,252767.8807,21973.83075,Variable Production Cost,1.62E-02,1.20E-02,4.505024839,1.723935091,N/A,0.020281589,52.6193265,9.89E-02,acre-ft/yr
1697,Myoma Dunes Mutual Water Company,2/26/18 15:08,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,Porterville  City Of,3/26/18 15:45,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,Valley Water Company,3/29/18 11:48,2016,Bob Fan,bfan@valleywatercompany.com,818-790-5516,,Valley Water Company,La Canada Flintridge,California (CA),USA,2017,,1/1/17,12/31/17,3/28/17,Acre-feet,1910166,10,1105.15,,1,,,10,2303.08,,1,,,,,,1,,,3408.23,10,3195.02,,,,,9,5,2,0.0125,5,3200.02,10,0.1,2,0.0025,0.1,10,207.5572098,1,0.061,,10,0.1,2,0.0025,0.1,207.7572098,0.452790202,208.21,213.21,9,53,9,3657,69,10,Yes,9,70,10,5868585,9,4.81,$/100 cubic feet (ccf),10,1538,99,1: Volume from own sources,,,207.7572098,0.452790202,208.21,65.49427812,435300.3852,948.7023324,Customer Retail Unit Cost,6.26E-02,7.61E-02,50.71744155,0.110534603,N/A,0.001579066,0.452790202,6.91E-03,acre-ft/yr
1782,Oildale Mutual Water Company,4/4/18 15:30,2016,RYAN NUNNELEY,ryan@oildalewater.com,661-399-5516,,OILDALE MUTUAL WATER COMPANY,BAKERSFIELD,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,6/7/17,Acre-feet,CA1510015,3,345.12,3,1,,,5,7762,8,1,,,n/a,0,,1,,,8107.12,1,3801.42,1,4000,n/a,0,5,20.27,2,0.0125,20.27,7821.69,,20.2678,1,0.0025,,3,57.88964467,1,0.015,,,9.50355,1,0.0025,,87.66099467,197.7690053,285.43,305.7,8,147.6,9,11246,76.19241192,2,Yes,2,60,10,6579299,10,1.03,$/100 cubic feet (ccf),5,75,50,1: Volume from own sources,,,87.66099467,197.7690053,285.43,167.0411907,39330.68316,14832.6754,Variable Production Cost,0.037707595,8.46E-03,6.958802466,15.69951889,N/A,0.261658648,197.7690053,1.183953518,acre-ft/yr
1371,Lamont Public Utility District,4/10/18 10:26,2016,Fernando Pantoja,fpantoja@lpud.org,661-845-1213,,Lamont Public Utility District,Lamont,California (CA),United States of America,2017,Calendar Year,1/1/17,12/31/17,4/6/18,Million gallons (US),1510012,10,1131.937,2,1,-0.01,,n/a,0,,1,,,n/a,0,,1,,,1143.370707,6,1018.197,n/a,0,n/a,0,,14.29213384,1,0.0125,,1032.489134,5,2.858426768,1,0.0025,,4,10.28481818,1,0.01,,,2.5454925,1,0.0025,,15.68873745,95.19283578,110.8815732,125.1737071,5,30,6,4000,133.3333333,,Yes,2,60,10,1570855,8,0.41,$/100 cubic feet (ccf),7,,77,1: Volume from own sources,,,15.68873745,95.19283578,110.8815732,16.69437,8598.844502,,Customer Retail Unit Cost,0.109477798,0.043674618,10.74571058,65.20057245,N/A,1.086676208,95.19283578,5.702092129,MG/Yr
2157,San Bruno  City Of,6/11/18 12:08,2016,Robert Wood,rwood@sanbruno.ca.gov,650-616-7046,,City of San Bruno,City of San Bruno,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,3/16/18,Acre-feet,,3,936.481,3,1,,,3,2390.686,1,1,,,n/a,0,,1,,,3327.167,7,2822.006428,n/a,0,10,142.048,5,8.3179175,2,0.0125,8.3179175,2972.372345,,8.3179175,1,0.0025,,3,45.13788469,1,0.015,,,7.05501607,1,0.0025,,60.51081826,294.2838363,354.7946546,505.1605721,9,119.7,7,12145,101.4619883,,Yes,6,81.3,10,9458999,5,8.330000179,$/100 cubic feet (ccf),5,404.8308967,53,1: Volume from own sources,,,60.51081826,294.2838363,354.7946546,224.8756272,219566.4133,119135.1893,Variable Production Cost,0.15182904,4.22E-02,4.447968472,21.63192076,N/A,0.266075286,294.2838363,1.308651542,acre-ft/yr
1335,Laguna Beach County Water District,6/28/18 9:56,2017,David Youngblood,dyoungblood@lbcwd.org,(949) 494-1041,,Laguna Beach County Water District,Laguna Beach,California (CA),USA,2017,Calendar Year,1/1/17,12/31/17,6/20/17,Acre-feet,,n/a,,,1,,,7,3556.36,7,1,,,n/a,,,1,,,3556.36,7,3243.562332,n/a,0,10,14.1,5,8.8909,2,0.0125,8.8909,3266.553232,,8.8909,1,0.0025,,3,8.164567247,1,0.0025,,5,8.108905829,1,0.0025,,25.16437308,264.6423952,289.8067683,312.7976683,9,134.96,9,8670,64.24125667,,Yes,4,70,10,14867205,8,7.01942642,$/100 cubic feet (ccf),5,997,69,1: Volume from own sources,,,25.16437308,264.6423952,289.8067683,159.2219157,76944.15105,263848.4681,Variable Production Cost,8.80E-02,2.45E-02,2.591153918,27.25000052,N/A,0.389285722,264.6423952,1.662097796,acre-ft/yr
1859,Paradise Irrigation District,7/6/18 11:01,2017,Neil Essila,nessila@paradiseirrigation.com,530-876-2037,,Paradise Irrigation District,Paradise,California (CA),USA,2017,,1/1/17,12/31/17,,Acre-feet,CA0410007,5,4673.245,3,1,,,1,267.28,n/a,1,,,3,285.22,1,1,,,4655.305,5,4443.382,n/a,0,10,1.513,5,11.6382625,2,0.0125,11.6382625,4456.533263,10,11.6382625,1,0.0025,,2,33.5886272,1,0.0075,,5,11.108455,1,0.0025,,56.3353447,142.4363928,198.7717375,211.923,7,177.91,3,8649,48.61446799,,Yes,3,91,10,7273599,9,1.55,$/100 cubic feet (ccf),5,53.45,58,1: Volume from own sources,,,56.3353447,142.4363928,198.7717375,230.3524929,38036.49804,7613.225195,Variable Production Cost,4.55E-02,6.37E-03,5.814886639,14.70216401,N/A,0.161562242,142.4363928,0.618341009,acre-ft/yr
835,Elk Grove Water District,7/11/18 10:48,2017,,,,,Elk Grove Water District,,Select a state / province from the list,,2017,Calendar Year,1/1/17,12/31/17,,Million gallons (US),,7,1315.237729,5,1,0,,n/a,0,8,1,0,,n/a,0,,1,0,,1315.237729,7,1248.708,n/a,0,n/a,0,5,3.12177,2,0.0125,3.12177,1251.82977,,3.288094323,1,0.0025,,3,12.61321212,1,0.01,,,3.12177,1,0.0025,,19.02307644,44.38488256,63.407959,66.529729,9,102.28,10,7957,77.7962456,,Yes,9,61.7,10,7105505,9,1.53,$/100 cubic feet (ccf),5,703.81,68,1: Volume from own sources,,,19.02307644,44.38488256,63.407959,39.34071914,38908.1362,31238.52419,Variable Production Cost,5.06E-02,1.02E-02,6.549958232,15.28244539,N/A,0.247689553,44.38488256,1.128217367,MG/Yr
263,Brea  City Of,7/17/18 6:38,2017,Brian Ingallinera,briani@ci.brea.ca.us,714-990-7672,,City of Brea,Brea,California (CA),USA,2017,Calendar Year,1/1/17,12/31/17,5/22/18,Acre-feet,,n/a,0,,1,,,5,9330.31,3,1,,,n/a,0,,1,,,9330.31,7,8683.024,n/a,0,9,241.602,5,23.325775,2,0.0125,23.325775,8947.951775,,23.325775,1,0.0025,,4,90.14773737,1,0.01,,,21.70756,1,0.0025,,135.1810724,247.1771526,382.358225,647.286,8,223.5,7,13668,61.15436242,,Yes,5,75,10,23031592.07,8,5.49,$/100 cubic feet (ccf),5,876.05,62,1: Volume from own sources,,,135.1810724,247.1771526,382.358225,273.8189499,323277.9644,216539.5446,Variable Production Cost,6.94E-02,3.35E-02,8.82952033,16.14468399,N/A,0.215262453,247.1771526,0.902702873,acre-ft/yr
107,Atascadero Mutual Water Company,7/23/18 13:52,2016,John B Neil,jneil@amwc.us,8.05E+09,,Atascadero Mutual Water Co.,Atascadero,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,4/5/17,Million gallons (US),4010002,3,1506.053,3,1,0,,n/a,0,,1,,,n/a,0,,1,,,1506.053,5,1366.259,n/a,0,n/a,0,7,6.86,2,0.0125,6.86,1373.119,,3.7651325,1,0.0025,,3,27.88283673,1,0.02,,,3.4156475,1,0.0025,,35.06361673,97.87038327,132.934,139.794,8,246,8,10626,43.19512195,,Yes,5,103,10,4760160,8,3.43,$/1000 gallons (US),5,608,50,1: Volume from own sources,,,35.06361673,97.87038327,132.934,109.9563522,120268.2054,59505.19303,Variable Production Cost,9.28E-02,3.86E-02,9.040532974,25.23414609,N/A,0.24499171,97.87038327,0.890083941,MG/Yr
775,East Bay Municipal Utility District,7/24/18 9:04,2016,"Sean Todaro, Senior Engineer",sean.todaro@ebmud.com,510-287-0756,,East Bay Municipal Utility District,Oakland,California (CA),United States,2016,Calendar Year,1/1/16,12/31/16,5/18/17,Million gallons (US),,5,55072.2,9,1,,,n/a,0,,1,,,n/a,0,,1,,,55072.2,7,47498.8,n/a,0,8,17.4,6,121.8,2,0.0125,121.8,47638,4,73.1,2,0.0025,73.1,6,1719.1,2,,1719.1,6,0.7,2,0.0025,0.7,1792.9,5641.3,7434.2,7573.4,8,4150.9,7,396847,95.60504951,,Yes,3,82.5,10,242867000,5,8.87,$/1000 gallons (US),5,223,60,1: Volume from own sources,,,1792.9,5641.3,7434.2,2468.725705,15903023,1258009.9,Variable Production Cost,0.137517659,7.08E-02,12.37770424,38.9460332,N/A,0.47207313,5641.3,2.285106032,MG/Yr
25,Alco Water Service,7/30/18 8:22,2017,Mohsen Ben Kahia,mail@alcowater.com,8.31E+09,7016,SALINAS / ALCO WATER SERVICE,Salinas,California (CA),USA,2017,Calendar Year,1/1/17,12/31/17,7/12/18,Million gallons (US),2710001,9,1214.8,8,1,-0.0029,,n/a,0,,1,,,n/a,0,,1,,,1218.333166,8,1167.03708,n/a,0,10,0.824,6,0.144,2,0.0125,0.144,1168.00508,,3.045832915,1,0.0025,,6,0.338777959,1,0.00029,,,2.9175927,1,0.0025,,6.302203574,44.02588261,50.32808618,51.29608618,7,89.46,8,8616,96.31120054,5,Yes,10,66.8,10,9966836,10,2.51,$/100 cubic feet (ccf),5,658.96,81,1: Volume from own sources,,,6.302203574,44.02588261,50.32808618,43.31166303,21146.30017,29011.2956,Variable Production Cost,4.21E-02,5.10E-03,2.003982261,13.99940302,N/A,0.209571902,44.02588261,1.016490237,MG/Yr
23,Alameda County Water District,8/2/18 14:35,2016,Leonard Ash,leonard.ash@acwd.com,510-668-4209,,Alameda County Water District,Fremont,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,7/31/17,Million gallons (US),CA0110001,4,10054.016,4,2,,0.999,4,2279.398,1,1,,,3,0,,1,,,12332.415,4,11666.358,n/a,0,5,3.098,5,13.981,2,0.0125,13.981,11683.437,,30.8310375,1,0.0025,,3,238.1521633,1,0.02,,5,29.165895,1,0.0025,,298.1490958,350.8289042,648.978,666.057,8,906.0587,6,84189,92.91782089,10,Yes,4,75,10,93215000,8,3.373,$/100 cubic feet (ccf),5,1710,51,1: Volume from own sources,,,298.1490958,350.8289042,648.978,479.8872421,1344367.736,599917.4262,Variable Production Cost,5.40E-02,2.12E-02,9.702536409,11.41687251,N/A,0.152224967,350.8289042,0.731065287,MG/Yr
368,California American Water Company - Los Angeles Division,8/7/18 7:22,2017,Chris Mattis,chris.mattis@amwwater.com,619-446-5701,,California American Water Los Angeles County District - Baldwin Hills,"Baldwin Hills, Inglewood, View Park",California (CA),USA,2017,Calendar Year,1/1/17,12/31/17,6/28/18,Million gallons (US),1910052,7,630.26,5,2,,-4.21,5,322.14,5,2,,,n/a,0,,1,,,956.61,7,872.87,n/a,0,8,1.15,5,1.42,2,0.0125,1.42,875.44,,2.391525,1,0.0025,1,6,8.88,2,0.02,8.88,,2.182175,1,0.0025,,13.4537,67.7163,81.17,83.74,8,69.86,7,6535,93.54423132,,Yes,6,76.34,10,4518336,10,5.53,$/1000 gallons (US),6,2518.29,70,1: Volume from own sources,,,13.4537,67.7163,81.17,37.84481443,74398.961,170529.2811,Variable Production Cost,8.75E-02,5.56E-02,5.64031401,28.38930522,N/A,0.371879817,67.7163,1.789315155,MG/Yr
368,California American Water Company - Los Angeles Division,8/7/18 7:23,2017,Chris Mattis,chris.mattis@amwwater.com,619-446-5701,,California American Water Los Angeles County District - Duarte,"Duarte, Bradbury, Monrovia, Irwindale, LA County",California (CA),USA,2017,Calendar Year,1/1/17,12/31/17,6/28/18,Million gallons (US),1910186,5,1828.79,5,2,,13.92,n/a,0,n/a,1,,0.92,n/a,0,,1,,,1814.87,7,1529.91,n/a,0,8,1.35,5,3.97,2,0.0125,3.97,1535.23,,4.537175,1,0.0025,,6,16.83,2,0.0025,16.83,,3.824775,1,0.0025,,25.19195,254.44805,279.64,284.96,8,95.56,7,7809,81.71829217,,Yes,6,76.8,10,4646762,10,4.07,$/1000 gallons (US),6,435.9303972,65,1: Volume from own sources,,,25.19195,254.44805,279.64,47.32725535,102531.2365,110921.6395,Variable Production Cost,0.157014001,4.64E-02,8.838396862,89.27109043,N/A,1.16238399,254.44805,5.376353396,MG/Yr
368,California American Water Company - Los Angeles Division,8/7/18 7:25,2017,Chris Mattis,chris.mattis@amwwater.com,619-446-5701,,California American Water Los Angeles County District - San Marino,"San Marino, Rosemead, LA County, San Gabriel, and others",California (CA),USA,2017,Calendar Year,1/1/17,12/31/17,6/28/18,Million gallons (US),1910139,5,2865.61,5,2,,44.66,5,324.48,5,2,,,n/a,0,,1,,,3145.43,7,2970.49,n/a,0,8,0.39,5,3.23,2,0.0125,3.23,2974.11,,7.863575,1,0.0025,,6,30.64,2,0.0025,30.64,,7.426225,1,0.0025,,45.9298,125.3902,171.32,174.94,8,179.57,7,15045,83.78348276,,Yes,6,75.5,10,8651664,10,4.4,$/1000 gallons (US),6,1182.18,65,1: Volume from own sources,,,45.9298,125.3902,171.32,88.96177461,202091.12,148233.7866,Variable Production Cost,5.56E-02,4.10E-02,8.363912828,22.83381818,N/A,0.302434678,125.3902,1.409484023,MG/Yr
373,California American Water Company - San Diego District,8/7/18 8:58,2017,Chris Mattis,chris.mattis@amwwater.com,619-446-5701,,California American Water - San Diego District,San Diego,California (CA),USA,2017,Calendar Year,1/1/17,12/31/17,6/28/18,Million gallons (US),37100071,,0,n/a,1,,,7,3352.79,5,2,,-2.84,,0,,1,,,3355.63,7,3069.25,10,0.24,n/a,0,5,0.9,2,0.0125,0.9,3070.39,,8.389075,1,0.0025,,6,31.69,2,0.01,31.69,,7.673125,1,0.0025,,47.7522,237.4878,285.24,286.14,8,176.69,7,21934,124.1383214,,Yes,6,72.05,10,22508491,10,7.5,$/1000 gallons (US),6,5605.71,73,1: Volume from own sources,,,47.7522,237.4878,285.24,111.6621828,358141.5,1331287.735,Variable Production Cost,0.085271618,7.53E-02,5.964618638,29.66406068,N/A,0.41171493,237.4878,2.12684182,MG/Yr
376,California American Water Company - Ventura District,8/7/18 9:00,2017,Chris Mattis,chris.mattis@amwwater.com,619-446-5701,,California American Water - Ventura,Ventura,California (CA),USA,2017,Calendar Year,1/1/17,12/31/17,6/28/18,Million gallons (US),56100140/5610081,n/a,0,n/a,1,,,7,4752.74,5,2,-0.01,3.29,n/a,0,,1,,,4749.45,7,4321.98,n/a,0,8,0.0868,5,11.873625,2,0.0125,11.873625,4333.940425,,11.873625,1,0.0025,,6,48.03,2,0.01,48.03,,10.80495,1,0.0025,,70.708575,344.801,415.509575,427.47,8,264.32,7,21337,80.72412228,,Yes,6,100.32,10,27255982,10,7.31,$/1000 gallons (US),6,4528.58,72,1: Volume from own sources,,,70.708575,344.801,415.509575,169.5548687,516879.6833,1561458.913,Variable Production Cost,9.00E-02,7.82E-02,9.079164048,44.27334086,N/A,0.441321181,344.801,2.033565905,MG/Yr
1144,Healdsburg  City Of,8/7/18 16:22,2016,Patrick Fuss,pfuss@ci.healdsbuburg.ca.us,707-217-3218,,City of Healdsburg,City,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,4/17/17,Million gallons (US),4910005,6,542.29,,1,,,n/a,0,,1,,,n/a,0,,1,,,542.29,5,515.908,n/a,,n/a,,5,1.355725,2,0.0125,1.355725,517.263725,4,1.355725,1,0.0025,1,3,0.258083042,1,0.0005,,6,1.28977,1,0.0025,0.6,2.903578042,22.12269696,25.026275,26.382,7,49,9,4680,95.51020408,,Yes,7,65,8,4348961,8,14.59,$/100 cubic feet (ccf),5,399.6574711,59,1: Volume from own sources,,,2.903578042,22.12269696,25.026275,22.94421025,56631.36619,8841.50112,Variable Production Cost,4.86E-02,1.52E-02,1.699788105,12.95088219,N/A,0.199244341,22.12269696,0.964195181,MG/Yr
793,East Valley Water District,8/8/18 15:16,2016,,,,,East Valley Water District,Highland,California (CA),United States,2016,Calendar Year,1/1/16,12/31/16,,Acre-feet,,7,17163.88,3,1,,,n/a,0,n/a,1,,,n/a,0,n/a,1,,,17163.88,7,15447.05464,n/a,0,9,155.9276887,5,42.9097,2,0.0125,42.9097,15645.89203,,42.9097,1,0.0025,,3,482.5664637,1,0.03,,,38.61763659,1,0.0025,,564.0938003,953.8941737,1517.987974,1716.825363,9,316,10,23235,73.52848101,,Yes,5,80,10,23187016,9,1.99,$/100 cubic feet (ccf),5,156.57,69,1: Volume from own sources,,,564.0938003,953.8941737,1517.987974,465.5141556,488981.3262,149351.2108,Variable Production Cost,0.100025482,2.89E-02,21.67378912,36.65082146,N/A,0.458135268,953.8941737,2.049119586,acre-ft/yr
856,Estero Municipal Improvement District,8/8/18 15:17,2016,Norm Dorais,ndorais@fostercity.org,650-286-3279,,Estero Municipal Improvement District,City of Foster City,California (CA),US,2016,Calendar Year,1/1/16,12/31/16,8/2/17,Million gallons (US),CA4110021,n/a,0,1,1,,,3,1371,3,1,0,,n/a,0,,1,,,1371,6,1250,n/a,0,n/a,0,5,14,2,0.0125,14,1264,5,3.4275,1,0.0025,,3,12.62626263,1,0.01,,6,3.125,1,0.0025,,19.17876263,87.82123737,107,121,9,120.647,8,8126,67.35351894,,Yes,8,60,10,12000000,9,4.72,$/100 cubic feet (ccf),5,5481,52,1: Volume from own sources,,,19.17876263,87.82123737,107,40.98804591,121012.6652,554127.6153,Customer Retail Unit Cost,8.83E-02,6.36E-02,6.466226328,29.60941789,N/A,0.493490298,87.82123737,2.142606104,MG/Yr
2496,Tracy  City Of,8/10/18 9:22,2017,Stephanie Hiestand,stephanie.hiestand@cityoftracy.org,209,831-6333,City of Tracy,Tracy,California (CA),United States,2017,Calendar Year,1/1/17,12/31/17,6/14/18,Acre-feet,7038,3,995.4622479,3,1,,,5,17165.27,3,1,,,n/a,0,,1,,,18160.73225,7,13902.6,n/a,0,9,2604,5,45.40183062,2,0.0125,45.40183062,16552.00183,,45.40183062,1,0.0025,,3,294.010687,1,0.0175,,,34.7565,1,0.0025,,374.1690176,1234.5614,1608.730417,4258.132248,7,450,6,24310,54.02222222,,Yes,6,60,10,14344000,8,1.2,$/100 cubic feet (ccf),6,481,61,1: Volume from own sources,,,374.1690176,1234.5614,1608.730417,408.6951563,195585.6289,593824.0332,Variable Production Cost,0.234469194,0.143877018,13.74070635,45.33712003,N/A,0.755618667,1234.5614,3.020739004,acre-ft/yr
651,Crescenta Valley Community Water District,8/10/18 10:55,2016,chirsty Scott,cjscott@cvw3d.com,8.18E+09,,Crescenta Valley Water District,La Crescenta,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,7/1/17,Acre-feet,1910028,5,1958.05,3,2,,,5,1807.05,5,1,,,n/a,0,,1,,,3765.1,7,3340.97,n/a,0,5,35.44,5,9.41275,2,0.0125,9.41275,3385.82275,,9.41275,1,0.0025,,5,86.57461538,1,0.025,,,8.352425,1,0.0025,,104.3397904,274.9374596,379.27725,424.13,8,320,8,8451,26.409375,7,Yes,5,99,10,10821150,8,7.21,$/1000 gallons (US),5,687.7088587,60,1: Volume from own sources,,,104.3397904,274.9374596,379.27725,332.5547648,245134.7339,189076.9266,Variable Production Cost,0.112647738,4.30E-02,11.02219403,N/A,767.0260801,N/A,274.9374596,0.826743408,acre-ft/yr
